TID;OMRÅDE;KØN;ALDER;CIVILSTAND;INDHOLD
2020K4;Hele landet;I alt;57 år;Fraskilt;15988
2020K4;Hele landet;I alt;58 år;I alt;76269
2020K4;Hele landet;I alt;58 år;Ugift;13577
2020K4;Hele landet;I alt;58 år;Gift/separeret;45561
2020K4;Hele landet;I alt;58 år;Enke/enkemand;1929
2020K4;Hele landet;I alt;58 år;Fraskilt;15202
2020K4;Hele landet;I alt;59 år;I alt;73216
2020K4;Hele landet;I alt;59 år;Ugift;12616
2020K4;Hele landet;I alt;59 år;Gift/separeret;44281
2020K4;Hele landet;I alt;59 år;Enke/enkemand;2122
2020K4;Hele landet;I alt;59 år;Fraskilt;14197
2020K4;Hele landet;I alt;60 år;I alt;72241
2020K4;Hele landet;I alt;60 år;Ugift;11951
2020K4;Hele landet;I alt;60 år;Gift/separeret;44092
2020K4;Hele landet;I alt;60 år;Enke/enkemand;2403
2020K4;Hele landet;I alt;60 år;Fraskilt;13795
2020K4;Hele landet;I alt;61 år;I alt;69900
2020K4;Hele landet;I alt;61 år;Ugift;11161
2020K4;Hele landet;I alt;61 år;Gift/separeret;43280
2020K4;Hele landet;I alt;61 år;Enke/enkemand;2553
2020K4;Hele landet;I alt;61 år;Fraskilt;12906
2020K4;Hele landet;I alt;62 år;I alt;68971
2020K4;Hele landet;I alt;62 år;Ugift;10690
2020K4;Hele landet;I alt;62 år;Gift/separeret;42965
2020K4;Hele landet;I alt;62 år;Enke/enkemand;2892
2020K4;Hele landet;I alt;62 år;Fraskilt;12424
2020K4;Hele landet;I alt;63 år;I alt;68181
2020K4;Hele landet;I alt;63 år;Ugift;10048
2020K4;Hele landet;I alt;63 år;Gift/separeret;42660
2020K4;Hele landet;I alt;63 år;Enke/enkemand;3444
2020K4;Hele landet;I alt;63 år;Fraskilt;12029
2020K4;Hele landet;I alt;64 år;I alt;67854
2020K4;Hele landet;I alt;64 år;Ugift;9495
2020K4;Hele landet;I alt;64 år;Gift/separeret;42952
2020K4;Hele landet;I alt;64 år;Enke/enkemand;3708
2020K4;Hele landet;I alt;64 år;Fraskilt;11699
2020K4;Hele landet;I alt;65 år;I alt;66194
2020K4;Hele landet;I alt;65 år;Ugift;8689
2020K4;Hele landet;I alt;65 år;Gift/separeret;41960
2020K4;Hele landet;I alt;65 år;Enke/enkemand;4068
2020K4;Hele landet;I alt;65 år;Fraskilt;11477
2020K4;Hele landet;I alt;66 år;I alt;64419
2020K4;Hele landet;I alt;66 år;Ugift;8074
2020K4;Hele landet;I alt;66 år;Gift/separeret;40955
2020K4;Hele landet;I alt;66 år;Enke/enkemand;4369
2020K4;Hele landet;I alt;66 år;Fraskilt;11021
2020K4;Hele landet;I alt;67 år;I alt;65459
2020K4;Hele landet;I alt;67 år;Ugift;7504
2020K4;Hele landet;I alt;67 år;Gift/separeret;42051
2020K4;Hele landet;I alt;67 år;Enke/enkemand;4936
2020K4;Hele landet;I alt;67 år;Fraskilt;10968
2020K4;Hele landet;I alt;68 år;I alt;62015
2020K4;Hele landet;I alt;68 år;Ugift;6670
2020K4;Hele landet;I alt;68 år;Gift/separeret;39872
2020K4;Hele landet;I alt;68 år;Enke/enkemand;5313
2020K4;Hele landet;I alt;68 år;Fraskilt;10160
2020K4;Hele landet;I alt;69 år;I alt;61028
2020K4;Hele landet;I alt;69 år;Ugift;5928
2020K4;Hele landet;I alt;69 år;Gift/separeret;39285
2020K4;Hele landet;I alt;69 år;Enke/enkemand;5763
2020K4;Hele landet;I alt;69 år;Fraskilt;10052
2020K4;Hele landet;I alt;70 år;I alt;62138
2020K4;Hele landet;I alt;70 år;Ugift;5457
2020K4;Hele landet;I alt;70 år;Gift/separeret;40086
2020K4;Hele landet;I alt;70 år;Enke/enkemand;6607
2020K4;Hele landet;I alt;70 år;Fraskilt;9988
2020K4;Hele landet;I alt;71 år;I alt;61421
2020K4;Hele landet;I alt;71 år;Ugift;4815
2020K4;Hele landet;I alt;71 år;Gift/separeret;39555
2020K4;Hele landet;I alt;71 år;Enke/enkemand;7258
2020K4;Hele landet;I alt;71 år;Fraskilt;9793
2020K4;Hele landet;I alt;72 år;I alt;63266
2020K4;Hele landet;I alt;72 år;Ugift;4407
2020K4;Hele landet;I alt;72 år;Gift/separeret;40784
2020K4;Hele landet;I alt;72 år;Enke/enkemand;8300
2020K4;Hele landet;I alt;72 år;Fraskilt;9775
2020K4;Hele landet;I alt;73 år;I alt;66690
2020K4;Hele landet;I alt;73 år;Ugift;4290
2020K4;Hele landet;I alt;73 år;Gift/separeret;42657
2020K4;Hele landet;I alt;73 år;Enke/enkemand;9590
2020K4;Hele landet;I alt;73 år;Fraskilt;10153
2020K4;Hele landet;I alt;74 år;I alt;66472
2020K4;Hele landet;I alt;74 år;Ugift;3913
2020K4;Hele landet;I alt;74 år;Gift/separeret;42096
2020K4;Hele landet;I alt;74 år;Enke/enkemand;10596
2020K4;Hele landet;I alt;74 år;Fraskilt;9867
2020K4;Hele landet;I alt;75 år;I alt;61508
2020K4;Hele landet;I alt;75 år;Ugift;3277
2020K4;Hele landet;I alt;75 år;Gift/separeret;38275
2020K4;Hele landet;I alt;75 år;Enke/enkemand;10930
2020K4;Hele landet;I alt;75 år;Fraskilt;9026
2020K4;Hele landet;I alt;76 år;I alt;56428
2020K4;Hele landet;I alt;76 år;Ugift;2859
2020K4;Hele landet;I alt;76 år;Gift/separeret;34132
2020K4;Hele landet;I alt;76 år;Enke/enkemand;11455
2020K4;Hele landet;I alt;76 år;Fraskilt;7982
2020K4;Hele landet;I alt;77 år;I alt;50215
2020K4;Hele landet;I alt;77 år;Ugift;2361
2020K4;Hele landet;I alt;77 år;Gift/separeret;29610
2020K4;Hele landet;I alt;77 år;Enke/enkemand;11209
2020K4;Hele landet;I alt;77 år;Fraskilt;7035
2020K4;Hele landet;I alt;78 år;I alt;45452
2020K4;Hele landet;I alt;78 år;Ugift;1973
2020K4;Hele landet;I alt;78 år;Gift/separeret;25945
2020K4;Hele landet;I alt;78 år;Enke/enkemand;11268
2020K4;Hele landet;I alt;78 år;Fraskilt;6266
2020K4;Hele landet;I alt;79 år;I alt;39325
2020K4;Hele landet;I alt;79 år;Ugift;1652
2020K4;Hele landet;I alt;79 år;Gift/separeret;21604
2020K4;Hele landet;I alt;79 år;Enke/enkemand;10830
2020K4;Hele landet;I alt;79 år;Fraskilt;5239
2020K4;Hele landet;I alt;80 år;I alt;36971
2020K4;Hele landet;I alt;80 år;Ugift;1509
2020K4;Hele landet;I alt;80 år;Gift/separeret;19583
2020K4;Hele landet;I alt;80 år;Enke/enkemand;11172
2020K4;Hele landet;I alt;80 år;Fraskilt;4707
2020K4;Hele landet;I alt;81 år;I alt;33514
2020K4;Hele landet;I alt;81 år;Ugift;1382
2020K4;Hele landet;I alt;81 år;Gift/separeret;17003
2020K4;Hele landet;I alt;81 år;Enke/enkemand;10970
2020K4;Hele landet;I alt;81 år;Fraskilt;4159
2020K4;Hele landet;I alt;82 år;I alt;31040
2020K4;Hele landet;I alt;82 år;Ugift;1216
2020K4;Hele landet;I alt;82 år;Gift/separeret;14868
2020K4;Hele landet;I alt;82 år;Enke/enkemand;11349
2020K4;Hele landet;I alt;82 år;Fraskilt;3607
2020K4;Hele landet;I alt;83 år;I alt;27663
2020K4;Hele landet;I alt;83 år;Ugift;1062
2020K4;Hele landet;I alt;83 år;Gift/separeret;12496
2020K4;Hele landet;I alt;83 år;Enke/enkemand;11060
2020K4;Hele landet;I alt;83 år;Fraskilt;3045
2020K4;Hele landet;I alt;84 år;I alt;24269
2020K4;Hele landet;I alt;84 år;Ugift;942
2020K4;Hele landet;I alt;84 år;Gift/separeret;10253
2020K4;Hele landet;I alt;84 år;Enke/enkemand;10620
2020K4;Hele landet;I alt;84 år;Fraskilt;2454
2020K4;Hele landet;I alt;85 år;I alt;21669
2020K4;Hele landet;I alt;85 år;Ugift;813
2020K4;Hele landet;I alt;85 år;Gift/separeret;8393
2020K4;Hele landet;I alt;85 år;Enke/enkemand;10268
2020K4;Hele landet;I alt;85 år;Fraskilt;2195
2020K4;Hele landet;I alt;86 år;I alt;18545
2020K4;Hele landet;I alt;86 år;Ugift;671
2020K4;Hele landet;I alt;86 år;Gift/separeret;6525
2020K4;Hele landet;I alt;86 år;Enke/enkemand;9574
2020K4;Hele landet;I alt;86 år;Fraskilt;1775
2020K4;Hele landet;I alt;87 år;I alt;15991
2020K4;Hele landet;I alt;87 år;Ugift;637
2020K4;Hele landet;I alt;87 år;Gift/separeret;5177
2020K4;Hele landet;I alt;87 år;Enke/enkemand;8732
2020K4;Hele landet;I alt;87 år;Fraskilt;1445
2020K4;Hele landet;I alt;88 år;I alt;13855
2020K4;Hele landet;I alt;88 år;Ugift;511
2020K4;Hele landet;I alt;88 år;Gift/separeret;4078
2020K4;Hele landet;I alt;88 år;Enke/enkemand;8119
2020K4;Hele landet;I alt;88 år;Fraskilt;1147
2020K4;Hele landet;I alt;89 år;I alt;11873
2020K4;Hele landet;I alt;89 år;Ugift;460
2020K4;Hele landet;I alt;89 år;Gift/separeret;3095
2020K4;Hele landet;I alt;89 år;Enke/enkemand;7380
2020K4;Hele landet;I alt;89 år;Fraskilt;938
2020K4;Hele landet;I alt;90 år;I alt;9766
2020K4;Hele landet;I alt;90 år;Ugift;398
2020K4;Hele landet;I alt;90 år;Gift/separeret;2243
2020K4;Hele landet;I alt;90 år;Enke/enkemand;6421
2020K4;Hele landet;I alt;90 år;Fraskilt;704
2020K4;Hele landet;I alt;91 år;I alt;8312
2020K4;Hele landet;I alt;91 år;Ugift;338
2020K4;Hele landet;I alt;91 år;Gift/separeret;1681
2020K4;Hele landet;I alt;91 år;Enke/enkemand;5687
2020K4;Hele landet;I alt;91 år;Fraskilt;606
2020K4;Hele landet;I alt;92 år;I alt;6813
2020K4;Hele landet;I alt;92 år;Ugift;256
2020K4;Hele landet;I alt;92 år;Gift/separeret;1223
2020K4;Hele landet;I alt;92 år;Enke/enkemand;4868
2020K4;Hele landet;I alt;92 år;Fraskilt;466
2020K4;Hele landet;I alt;93 år;I alt;5523
2020K4;Hele landet;I alt;93 år;Ugift;222
2020K4;Hele landet;I alt;93 år;Gift/separeret;823
2020K4;Hele landet;I alt;93 år;Enke/enkemand;4106
2020K4;Hele landet;I alt;93 år;Fraskilt;372
2020K4;Hele landet;I alt;94 år;I alt;4437
2020K4;Hele landet;I alt;94 år;Ugift;151
2020K4;Hele landet;I alt;94 år;Gift/separeret;594
2020K4;Hele landet;I alt;94 år;Enke/enkemand;3405
2020K4;Hele landet;I alt;94 år;Fraskilt;287
2020K4;Hele landet;I alt;95 år;I alt;3323
2020K4;Hele landet;I alt;95 år;Ugift;143
2020K4;Hele landet;I alt;95 år;Gift/separeret;347
2020K4;Hele landet;I alt;95 år;Enke/enkemand;2617
2020K4;Hele landet;I alt;95 år;Fraskilt;216
2020K4;Hele landet;I alt;96 år;I alt;2410
2020K4;Hele landet;I alt;96 år;Ugift;96
2020K4;Hele landet;I alt;96 år;Gift/separeret;195
2020K4;Hele landet;I alt;96 år;Enke/enkemand;1969
2020K4;Hele landet;I alt;96 år;Fraskilt;150
2020K4;Hele landet;I alt;97 år;I alt;1718
2020K4;Hele landet;I alt;97 år;Ugift;64
2020K4;Hele landet;I alt;97 år;Gift/separeret;110
2020K4;Hele landet;I alt;97 år;Enke/enkemand;1445
2020K4;Hele landet;I alt;97 år;Fraskilt;99
2020K4;Hele landet;I alt;98 år;I alt;1139
2020K4;Hele landet;I alt;98 år;Ugift;46
2020K4;Hele landet;I alt;98 år;Gift/separeret;60
2020K4;Hele landet;I alt;98 år;Enke/enkemand;967
2020K4;Hele landet;I alt;98 år;Fraskilt;66
2020K4;Hele landet;I alt;99 år;I alt;802
2020K4;Hele landet;I alt;99 år;Ugift;42
2020K4;Hele landet;I alt;99 år;Gift/separeret;40
2020K4;Hele landet;I alt;99 år;Enke/enkemand;677
2020K4;Hele landet;I alt;99 år;Fraskilt;43
2020K4;Hele landet;I alt;100 år;I alt;561
2020K4;Hele landet;I alt;100 år;Ugift;26
2020K4;Hele landet;I alt;100 år;Gift/separeret;18
2020K4;Hele landet;I alt;100 år;Enke/enkemand;488
2020K4;Hele landet;I alt;100 år;Fraskilt;29
2020K4;Hele landet;I alt;101 år;I alt;280
2020K4;Hele landet;I alt;101 år;Ugift;7
2020K4;Hele landet;I alt;101 år;Gift/separeret;14
2020K4;Hele landet;I alt;101 år;Enke/enkemand;240
2020K4;Hele landet;I alt;101 år;Fraskilt;19
2020K4;Hele landet;I alt;102 år;I alt;178
2020K4;Hele landet;I alt;102 år;Ugift;9
2020K4;Hele landet;I alt;102 år;Gift/separeret;7
2020K4;Hele landet;I alt;102 år;Enke/enkemand;155
2020K4;Hele landet;I alt;102 år;Fraskilt;7
2020K4;Hele landet;I alt;103 år;I alt;76
2020K4;Hele landet;I alt;103 år;Ugift;3
2020K4;Hele landet;I alt;103 år;Gift/separeret;2
2020K4;Hele landet;I alt;103 år;Enke/enkemand;66
2020K4;Hele landet;I alt;103 år;Fraskilt;5
2020K4;Hele landet;I alt;104 år;I alt;62
2020K4;Hele landet;I alt;104 år;Ugift;2
2020K4;Hele landet;I alt;104 år;Gift/separeret;0
2020K4;Hele landet;I alt;104 år;Enke/enkemand;55
2020K4;Hele landet;I alt;104 år;Fraskilt;5
2020K4;Hele landet;I alt;105 år;I alt;24
2020K4;Hele landet;I alt;105 år;Ugift;2
2020K4;Hele landet;I alt;105 år;Gift/separeret;0
2020K4;Hele landet;I alt;105 år;Enke/enkemand;21
2020K4;Hele landet;I alt;105 år;Fraskilt;1
2020K4;Hele landet;I alt;106 år;I alt;18
2020K4;Hele landet;I alt;106 år;Ugift;1
2020K4;Hele landet;I alt;106 år;Gift/separeret;0
2020K4;Hele landet;I alt;106 år;Enke/enkemand;16
2020K4;Hele landet;I alt;106 år;Fraskilt;1
2020K4;Hele landet;I alt;107 år;I alt;8
2020K4;Hele landet;I alt;107 år;Ugift;0
2020K4;Hele landet;I alt;107 år;Gift/separeret;0
2020K4;Hele landet;I alt;107 år;Enke/enkemand;8
2020K4;Hele landet;I alt;107 år;Fraskilt;0
2020K4;Hele landet;I alt;108 år;I alt;3
2020K4;Hele landet;I alt;108 år;Ugift;1
2020K4;Hele landet;I alt;108 år;Gift/separeret;0
2020K4;Hele landet;I alt;108 år;Enke/enkemand;2
2020K4;Hele landet;I alt;108 år;Fraskilt;0
2020K4;Hele landet;I alt;109 år;I alt;0
2020K4;Hele landet;I alt;109 år;Ugift;0
2020K4;Hele landet;I alt;109 år;Gift/separeret;0
2020K4;Hele landet;I alt;109 år;Enke/enkemand;0
2020K4;Hele landet;I alt;109 år;Fraskilt;0
2020K4;Hele landet;I alt;110 år;I alt;1
2020K4;Hele landet;I alt;110 år;Ugift;0
2020K4;Hele landet;I alt;110 år;Gift/separeret;0
2020K4;Hele landet;I alt;110 år;Enke/enkemand;1
2020K4;Hele landet;I alt;110 år;Fraskilt;0
2020K4;Hele landet;I alt;111 år;I alt;0
2020K4;Hele landet;I alt;111 år;Ugift;0
2020K4;Hele landet;I alt;111 år;Gift/separeret;0
2020K4;Hele landet;I alt;111 år;Enke/enkemand;0
2020K4;Hele landet;I alt;111 år;Fraskilt;0
2020K4;Hele landet;I alt;112 år;I alt;1
2020K4;Hele landet;I alt;112 år;Ugift;0
2020K4;Hele landet;I alt;112 år;Gift/separeret;0
2020K4;Hele landet;I alt;112 år;Enke/enkemand;1
2020K4;Hele landet;I alt;112 år;Fraskilt;0
2020K4;Hele landet;I alt;113 år;I alt;0
2020K4;Hele landet;I alt;113 år;Ugift;0
2020K4;Hele landet;I alt;113 år;Gift/separeret;0
2020K4;Hele landet;I alt;113 år;Enke/enkemand;0
2020K4;Hele landet;I alt;113 år;Fraskilt;0
2020K4;Hele landet;I alt;114 år;I alt;0
2020K4;Hele landet;I alt;114 år;Ugift;0
2020K4;Hele landet;I alt;114 år;Gift/separeret;0
2020K4;Hele landet;I alt;114 år;Enke/enkemand;0
2020K4;Hele landet;I alt;114 år;Fraskilt;0
2020K4;Hele landet;I alt;115 år;I alt;0
2020K4;Hele landet;I alt;115 år;Ugift;0
2020K4;Hele landet;I alt;115 år;Gift/separeret;0
2020K4;Hele landet;I alt;115 år;Enke/enkemand;0
2020K4;Hele landet;I alt;115 år;Fraskilt;0
2020K4;Hele landet;I alt;116 år;I alt;0
2020K4;Hele landet;I alt;116 år;Ugift;0
2020K4;Hele landet;I alt;116 år;Gift/separeret;0
2020K4;Hele landet;I alt;116 år;Enke/enkemand;0
2020K4;Hele landet;I alt;116 år;Fraskilt;0
2020K4;Hele landet;I alt;117 år;I alt;0
2020K4;Hele landet;I alt;117 år;Ugift;0
2020K4;Hele landet;I alt;117 år;Gift/separeret;0
2020K4;Hele landet;I alt;117 år;Enke/enkemand;0
2020K4;Hele landet;I alt;117 år;Fraskilt;0
2020K4;Hele landet;I alt;118 år;I alt;0
2020K4;Hele landet;I alt;118 år;Ugift;0
2020K4;Hele landet;I alt;118 år;Gift/separeret;0
2020K4;Hele landet;I alt;118 år;Enke/enkemand;0
2020K4;Hele landet;I alt;118 år;Fraskilt;0
2020K4;Hele landet;I alt;119 år;I alt;0
2020K4;Hele landet;I alt;119 år;Ugift;0
2020K4;Hele landet;I alt;119 år;Gift/separeret;0
2020K4;Hele landet;I alt;119 år;Enke/enkemand;0
2020K4;Hele landet;I alt;119 år;Fraskilt;0
2020K4;Hele landet;I alt;120 år;I alt;0
2020K4;Hele landet;I alt;120 år;Ugift;0
2020K4;Hele landet;I alt;120 år;Gift/separeret;0
2020K4;Hele landet;I alt;120 år;Enke/enkemand;0
2020K4;Hele landet;I alt;120 år;Fraskilt;0
2020K4;Hele landet;I alt;121 år;I alt;0
2020K4;Hele landet;I alt;121 år;Ugift;0
2020K4;Hele landet;I alt;121 år;Gift/separeret;0
2020K4;Hele landet;I alt;121 år;Enke/enkemand;0
2020K4;Hele landet;I alt;121 år;Fraskilt;0
2020K4;Hele landet;I alt;122 år;I alt;0
2020K4;Hele landet;I alt;122 år;Ugift;0
2020K4;Hele landet;I alt;122 år;Gift/separeret;0
2020K4;Hele landet;I alt;122 år;Enke/enkemand;0
2020K4;Hele landet;I alt;122 år;Fraskilt;0
2020K4;Hele landet;I alt;123 år;I alt;0
2020K4;Hele landet;I alt;123 år;Ugift;0
2020K4;Hele landet;I alt;123 år;Gift/separeret;0
2020K4;Hele landet;I alt;123 år;Enke/enkemand;0
2020K4;Hele landet;I alt;123 år;Fraskilt;0
2020K4;Hele landet;I alt;124 år;I alt;0
2020K4;Hele landet;I alt;124 år;Ugift;0
2020K4;Hele landet;I alt;124 år;Gift/separeret;0
2020K4;Hele landet;I alt;124 år;Enke/enkemand;0
2020K4;Hele landet;I alt;124 år;Fraskilt;0
2020K4;Hele landet;I alt;125 år;I alt;0
2020K4;Hele landet;I alt;125 år;Ugift;0
2020K4;Hele landet;I alt;125 år;Gift/separeret;0
2020K4;Hele landet;I alt;125 år;Enke/enkemand;0
2020K4;Hele landet;I alt;125 år;Fraskilt;0
2020K4;Hele landet;Mænd;I alt;I alt;2903441
2020K4;Hele landet;Mænd;I alt;Ugift;1520367
2020K4;Hele landet;Mænd;I alt;Gift/separeret;1072984
2020K4;Hele landet;Mænd;I alt;Enke/enkemand;70406
2020K4;Hele landet;Mænd;I alt;Fraskilt;239684
2020K4;Hele landet;Mænd;0 år;I alt;31397
2020K4;Hele landet;Mænd;0 år;Ugift;31397
2020K4;Hele landet;Mænd;0 år;Gift/separeret;0
2020K4;Hele landet;Mænd;0 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;0 år;Fraskilt;0
2020K4;Hele landet;Mænd;1 år;I alt;31786
2020K4;Hele landet;Mænd;1 år;Ugift;31786
2020K4;Hele landet;Mænd;1 år;Gift/separeret;0
2020K4;Hele landet;Mænd;1 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;1 år;Fraskilt;0
2020K4;Hele landet;Mænd;2 år;I alt;32024
2020K4;Hele landet;Mænd;2 år;Ugift;32024
2020K4;Hele landet;Mænd;2 år;Gift/separeret;0
2020K4;Hele landet;Mænd;2 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;2 år;Fraskilt;0
2020K4;Hele landet;Mænd;3 år;I alt;31816
2020K4;Hele landet;Mænd;3 år;Ugift;31816
2020K4;Hele landet;Mænd;3 år;Gift/separeret;0
2020K4;Hele landet;Mænd;3 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;3 år;Fraskilt;0
2020K4;Hele landet;Mænd;4 år;I alt;32256
2020K4;Hele landet;Mænd;4 år;Ugift;32256
2020K4;Hele landet;Mænd;4 år;Gift/separeret;0
2020K4;Hele landet;Mænd;4 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;4 år;Fraskilt;0
2020K4;Hele landet;Mænd;5 år;I alt;30340
2020K4;Hele landet;Mænd;5 år;Ugift;30340
2020K4;Hele landet;Mænd;5 år;Gift/separeret;0
2020K4;Hele landet;Mænd;5 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;5 år;Fraskilt;0
2020K4;Hele landet;Mænd;6 år;I alt;30049
2020K4;Hele landet;Mænd;6 år;Ugift;30049
2020K4;Hele landet;Mænd;6 år;Gift/separeret;0
2020K4;Hele landet;Mænd;6 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;6 år;Fraskilt;0
2020K4;Hele landet;Mænd;7 år;I alt;30441
2020K4;Hele landet;Mænd;7 år;Ugift;30441
2020K4;Hele landet;Mænd;7 år;Gift/separeret;0
2020K4;Hele landet;Mænd;7 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;7 år;Fraskilt;0
2020K4;Hele landet;Mænd;8 år;I alt;31125
2020K4;Hele landet;Mænd;8 år;Ugift;31125
2020K4;Hele landet;Mænd;8 år;Gift/separeret;0
2020K4;Hele landet;Mænd;8 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;8 år;Fraskilt;0
2020K4;Hele landet;Mænd;9 år;I alt;32337
2020K4;Hele landet;Mænd;9 år;Ugift;32337
2020K4;Hele landet;Mænd;9 år;Gift/separeret;0
2020K4;Hele landet;Mænd;9 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;9 år;Fraskilt;0
2020K4;Hele landet;Mænd;10 år;I alt;34253
2020K4;Hele landet;Mænd;10 år;Ugift;34253
2020K4;Hele landet;Mænd;10 år;Gift/separeret;0
2020K4;Hele landet;Mænd;10 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;10 år;Fraskilt;0
2020K4;Hele landet;Mænd;11 år;I alt;34471
2020K4;Hele landet;Mænd;11 år;Ugift;34471
2020K4;Hele landet;Mænd;11 år;Gift/separeret;0
2020K4;Hele landet;Mænd;11 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;11 år;Fraskilt;0
2020K4;Hele landet;Mænd;12 år;I alt;35522
2020K4;Hele landet;Mænd;12 år;Ugift;35522
2020K4;Hele landet;Mænd;12 år;Gift/separeret;0
2020K4;Hele landet;Mænd;12 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;12 år;Fraskilt;0
2020K4;Hele landet;Mænd;13 år;I alt;34532
2020K4;Hele landet;Mænd;13 år;Ugift;34532
2020K4;Hele landet;Mænd;13 år;Gift/separeret;0
2020K4;Hele landet;Mænd;13 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;13 år;Fraskilt;0
2020K4;Hele landet;Mænd;14 år;I alt;35074
2020K4;Hele landet;Mænd;14 år;Ugift;35074
2020K4;Hele landet;Mænd;14 år;Gift/separeret;0
2020K4;Hele landet;Mænd;14 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;14 år;Fraskilt;0
2020K4;Hele landet;Mænd;15 år;I alt;34847
2020K4;Hele landet;Mænd;15 år;Ugift;34847
2020K4;Hele landet;Mænd;15 år;Gift/separeret;0
2020K4;Hele landet;Mænd;15 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;15 år;Fraskilt;0
2020K4;Hele landet;Mænd;16 år;I alt;34686
2020K4;Hele landet;Mænd;16 år;Ugift;34686
2020K4;Hele landet;Mænd;16 år;Gift/separeret;0
2020K4;Hele landet;Mænd;16 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;16 år;Fraskilt;0
2020K4;Hele landet;Mænd;17 år;I alt;34800
2020K4;Hele landet;Mænd;17 år;Ugift;34800
2020K4;Hele landet;Mænd;17 år;Gift/separeret;0
2020K4;Hele landet;Mænd;17 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;17 år;Fraskilt;0
2020K4;Hele landet;Mænd;18 år;I alt;34645
2020K4;Hele landet;Mænd;18 år;Ugift;34643
2020K4;Hele landet;Mænd;18 år;Gift/separeret;2
2020K4;Hele landet;Mænd;18 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;18 år;Fraskilt;0
2020K4;Hele landet;Mænd;19 år;I alt;36134
2020K4;Hele landet;Mænd;19 år;Ugift;36123
2020K4;Hele landet;Mænd;19 år;Gift/separeret;10
2020K4;Hele landet;Mænd;19 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;19 år;Fraskilt;1
2020K4;Hele landet;Mænd;20 år;I alt;36821
2020K4;Hele landet;Mænd;20 år;Ugift;36773
2020K4;Hele landet;Mænd;20 år;Gift/separeret;45
2020K4;Hele landet;Mænd;20 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;20 år;Fraskilt;3
2020K4;Hele landet;Mænd;21 år;I alt;37452
2020K4;Hele landet;Mænd;21 år;Ugift;37303
2020K4;Hele landet;Mænd;21 år;Gift/separeret;137
2020K4;Hele landet;Mænd;21 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;21 år;Fraskilt;12
2020K4;Hele landet;Mænd;22 år;I alt;38090
2020K4;Hele landet;Mænd;22 år;Ugift;37769
2020K4;Hele landet;Mænd;22 år;Gift/separeret;298
2020K4;Hele landet;Mænd;22 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;22 år;Fraskilt;23
2020K4;Hele landet;Mænd;23 år;I alt;40000
2020K4;Hele landet;Mænd;23 år;Ugift;39449
2020K4;Hele landet;Mænd;23 år;Gift/separeret;522
2020K4;Hele landet;Mænd;23 år;Enke/enkemand;1
2020K4;Hele landet;Mænd;23 år;Fraskilt;28
2020K4;Hele landet;Mænd;24 år;I alt;40220
2020K4;Hele landet;Mænd;24 år;Ugift;39125
2020K4;Hele landet;Mænd;24 år;Gift/separeret;1011
2020K4;Hele landet;Mænd;24 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;24 år;Fraskilt;84
2020K4;Hele landet;Mænd;25 år;I alt;42021
2020K4;Hele landet;Mænd;25 år;Ugift;40192
2020K4;Hele landet;Mænd;25 år;Gift/separeret;1713
2020K4;Hele landet;Mænd;25 år;Enke/enkemand;2
2020K4;Hele landet;Mænd;25 år;Fraskilt;114
2020K4;Hele landet;Mænd;26 år;I alt;40934
2020K4;Hele landet;Mænd;26 år;Ugift;38026
2020K4;Hele landet;Mænd;26 år;Gift/separeret;2716
2020K4;Hele landet;Mænd;26 år;Enke/enkemand;0
2020K4;Hele landet;Mænd;26 år;Fraskilt;192
2020K4;Hele landet;Mænd;27 år;I alt;41157
2020K4;Hele landet;Mænd;27 år;Ugift;36754
2020K4;Hele landet;Mænd;27 år;Gift/separeret;4155
2020K4;Hele landet;Mænd;27 år;Enke/enkemand;4
2020K4;Hele landet;Mænd;27 år;Fraskilt;244
2020K4;Hele landet;Mænd;28 år;I alt;40971
2020K4;Hele landet;Mænd;28 år;Ugift;34996
2020K4;Hele landet;Mænd;28 år;Gift/separeret;5588
2020K4;Hele landet;Mænd;28 år;Enke/enkemand;9
2020K4;Hele landet;Mænd;28 år;Fraskilt;378
